source	predicate	relation	attributeName	attributeValue	biolinkPredicate	inversePredicate	qualifiedPredicate	qualifier_1	qualifier_2	qualifier_3	qualifier_4
DrugBank	affects		actions	oxidizer	biolink:affects	biolink:affected_by		object_aspect_qualifier:oxidation	object_direction_qualifier:increased		
DrugBank	affects		actions	agonist;positive allosteric modulator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:positive_allosteric_modulation	
DrugBank	affects		actions	aggregation inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:aggregation	object_direction_qualifier:increased	causal_mechanism_qualifier:inhibition	
DrugBank	affects		actions	inactivator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	causal_mechanism_qualifier:inactivation	object_direction_qualifier:decreased	
DrugBank	affects		actions	deoxidizer	biolink:affects	biolink:affected_by		object_aspect_qualifier:deoxidation			
DrugBank	affects		actions	antagonist;inverse agonist	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	causal_mechanism_qualifier:inverse_agonism
DrugBank	affects		actions	inhibition of synthesis	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:synthesis	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
DrugBank	affects		actions	translocation inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:translocation	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
DrugBank	affects		actions	regulator	biolink:affects	biolink:affected_by		causal_mechanism_qualifier:regulation			
DrugBank	affects		actions	stabilization	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:stability	object_direction_qualifier:increased		
DrugBank	affects		actions	inactivator;regulator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inactivation	causal_mechanism_qualifier:regulation
DrugBank	affects		actions	chelator	biolink:affects	biolink:affected_by		subject_aspect_qualifier:chelator	object_aspect_qualifier:activity		
DrugBank	affects		actions	inducer;ligand	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:induction	subject_aspect_qualifier:ligand
DrugBank	affects		actions	inhibitor;ligand	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:ligand	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition
DrugBank	affects		actions	modulator;ligand	biolink:affects	biolink:affected_by		subject_aspect_qualifier:ligand	object_aspect_qualifier:activity	object_aspect_qualifier:modulation	
DrugBank	affects		actions	component of	biolink:part_of	biolink:has_part					
DrugBank	affects		actions	cofactor;chelator	biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with		subject_aspect_qualifier:cofactor	subject_aspect_qualifier:chelator	object_aspect_qualifier:activity	
DrugBank	affected_by		actions	inhibitor	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
DrugBank	affected_by		actions	inducer	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:induction	
DrugBank	affected_by		actions	substrate	biolink:has_substrate	biolink:is_substrate_of					
DrugBank	affected_by		actions	substrate;inhibitor	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
DrugBank	affected_by		actions	cofactor	biolink:affects	biolink:affected_by		subject_aspect_qualifier:cofactor	object_aspect_qualifier:activity		
DrugBank	affected_by		actions	product of	biolink:has_output	biolink:output_of					
DrugBank	affected_by		actions	substrate;inducer	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:induction	
DrugBank	affected_by		actions	substrate;activator	biolink:has_substrate	biolink:is_substrate_of	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:activation	
DrugBank	affected_by		actions	inhibitor;inducer	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:activity	causal_mechanism_qualifier:inhibition	causal_mechanism_qualifier:induction	
DrugBank	affected_by		actions	substrate;inhibitor;inducer	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	subject_aspect_qualifier:activity	causal_mechanism_qualifier:inhibition	causal_mechanism_qualifier:induction	
DrugBank	affected_by		actions	regulator	biolink:affected_by	biolink:affects		causal_mechanism_qualifier:regulation			
DrugBank	affected_by		actions	potentiator	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:potentiation	
DrugBank	affected_by		actions	activator	biolink:affected_by	biolink:affects	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:increased		
DrugBank	affected_by		actions	modulator	biolink:affects	biolink:affected_by		subject_aspect_qualifier:activity	subject_aspect_qualifier:modulation		
DrugBank	affected_by		actions	conversion inhibitor	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:catalysis	object_direction_qualifier:decreased	object_aspect_qualifier:metabolite	
DrugBank	affected_by		actions	substrate;inhibitor;inactivator	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inactivation	
DrugBank	affected_by		actions	downregulator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:down_regulation	
DrugBank	affected_by		actions	binder	biolink:binds	biolink:binds		object_aspect_qualifier:binder			
DrugBank	affected_by		actions	inhibitor;binder	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:binder	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition
DrugBank	affected_by		actions	ligand	biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with		object_aspect_qualifier:ligand			
DrugBank	affected_by		actions	inhibitor;downregulator	biolink:affects	biolink:affected_by	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	causal_mechanism_qualifier:down_regulation
DrugBank	affected_by		actions	catalytic activity	biolink:catalyzes	biolink:has_catalyst					
DrugBank	affected_by		actions	substrate;cofactor	biolink:has_substrate	biolink:is_substrate_of		subject_aspect_qualifier:cofactor			
DrugBank	affected_by		actions	substrate;inhibitor;downregulator	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:downregulation	
DrugBank	affected_by		actions	inhibitor;ligand	biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with	biolink:causes	object_aspect_qualifier:ligand	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition
DrugBank	affected_by		actions	metabolizer	biolink:affects	biolink:affected_by		subject_aspect_qualifier:activity	object_aspect_qualifier:metabolizer		
DrugBank	transport_affected_by		actions	substrate;inhibitor	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
DrugBank	transport_affected_by		actions	substrate	biolink:affects	biolink:affected_by		subject_aspect_qualifier:substrate	object_aspect_qualifier:transport		
DrugBank	transport_affected_by		actions	inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
DrugBank	transport_affected_by		actions	ligand	biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with		subject_aspect_qualifier:ligand	object_aspect_qualifier:transport		
DrugBank	transport_affected_by		actions	transporter	biolink:affected_by	biolink:affects		object_aspect_qualifier:transport			
DrugBank	transport_affected_by		actions	substrate;inhibitor;inducer	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	object_aspect_qualifier:transport	causal_mechanism_qualifier:induction	causal_mechanism_qualifier:inhibition	
DrugBank	transport_affected_by		actions	other	biolink:affects	biolink:affected_by		object_aspect_qualifier:transport			
DrugBank	transport_affected_by		actions	inducer	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:increased	causal_mechanism_qualifier:induction	
DrugBank	transport_affected_by		actions	inhibitor;inducer	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	causal_mechanism_qualifier:inhibition	causal_mechanism_qualifier:induction	
DrugBank	transport_affected_by		actions	substrate;inducer	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:increased	causal_mechanism_qualifier:induction	
DrugBank	transport_affected_by		actions	substrate;inhibitor;modulator	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	causal_mechanism_qualifier:modulation
DrugBank	transport_affected_by		actions	antagonist	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	
DrugBank	transport_affected_by		actions	agonist	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:increased	causal_mechanism_qualifier:agonism	
DrugBank	transport_affected_by		actions	substrate;downregulator;regulator	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:downregulation	
DrugBank	transport_affected_by		actions	inhibitor;downregulator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	causal_mechanism_qualifier:down_regulation
DrugBank	transport_affected_by		actions	binder	biolink:binds	biolink:binds		subject_aspect_qualifier:binder	object_aspect_qualifier:transport		
DrugBank	transport_affected_by		actions	substrate;inducer;modulator	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:increased	causal_mechanism_qualifier:induction	causal_mechanism_qualifier:modulation
DrugBank	transport_affected_by		actions	downregulator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:down_regulation	
DrugBank	transport_affected_by		actions	substrate;weak inhibitor	biolink:is_substrate_of	biolink:has_substrate	biolink:causes	object_aspect_qualifier:transport	subject_direction_qualifier:decreased	causal_mechanism_qualifier:weak_inhibition	
DrugBank	transport_affected_by		actions	weak inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:weak_inhibition	
DrugBank	transport_affected_by		actions	storage	biolink:affects	biolink:affected_by		object_aspect_qualifier:storage			
DrugBank	transport_affected_by		actions	substrate;other	biolink:is_substrate_of	biolink:has_substrate		object_aspect_qualifier:transport			
DrugBank	transport_affected_by		actions	substrate;transporter	biolink:is_substrate_of	biolink:has_substrate		object_aspect_qualifier:transport			
DrugBank	transport_affected_by		actions	inhibitor;transporter	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:transport	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	subject_aspect_qualifier:transporter
DrugBank	transport_affected_by		actions	modulator	biolink:affects	biolink:affected_by		object_aspect_qualifier:transport	object_aspect_qualifier:modulation		
DrugBank	transport_affected_by		actions	carrier	biolink:affected_by	biolink:affects		object_aspect_qualifier:transport	causal_mechanism_qualifier:carrier		
DrugBank	transport_affected_by		actions	other/unknown	biolink:affects	biolink:affected_by		object_aspect_qualifier:transport			
DrugBank	affected_by				biolink:affected_by	biolink:affects					
DrugBank	affects				biolink:affects	biolink:affected_by					
DrugBank	transport_affected_by				biolink:affects	biolink:affected_by		object_aspect_qualifier:transport			
DrugBank	affects_transport_of				biolink:affects	biolink:affected_by		object_aspect_qualifier:transport			
DrugCentral	biolink:treated_by				biolink:treated_by	biolink:treats					
DrugCentral	treated_by				biolink:treated_by	biolink:treats					
GtoPdb	biolink:increases_activity_of		TYPE	Activator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
GtoPdb	biolink:increases_activity_of		TYPE	Agonist	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:agonism	
GtoPdb	biolink:affects_activity_of		TYPE	Allosteric modulator	biolink:affects	biolink:affected_by		object_aspect_qualifier:activity	causal_mechanism_qualifier:allosteric_modulation		
GtoPdb	biolink:decreases_activity_of		TYPE	Antagonist	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	
GtoPdb	biolink:decreases_activity_of		TYPE	Channel blocker	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:molecular_channel_blockage	
GtoPdb	biolink:decreases_activity_of		TYPE	Gating inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:gating_inhibition	
GtoPdb	biolink:decreases_activity_of		TYPE	Inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
GtoPdb	biolink:affects_activity_of		TYPE	None	biolink:affects	biolink:affected_by					
GtoPdb	biolink:activity_increased_by		TYPE	Activator	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:activation	
GtoPdb	biolink:activity_increased_by		TYPE	Agonist	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:agonism	
GtoPdb	biolink:activity_affected_by		TYPE	Allosteric modulator	biolink:affected_by	biolink:affects		subject_aspect_qualifier:activity	causal_mechanism_qualifier:allosteric_modulation		
GtoPdb	biolink:activity_decreased_by		TYPE	Antagonist	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	
GtoPdb	biolink:activity_decreased_by		TYPE	Channel blocker	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:molecular_channel_blockage	
GtoPdb	biolink:activity_decreased_by		TYPE	Gating inhibitor	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:gating_inhibition	
GtoPdb	biolink:activity_decreased_by		TYPE	Inhibitor	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
GtoPdb	biolink:activity_affected_by		TYPE	None	biolink:affected_by	biolink:affects					
GtoPdb	biolink:affects_activity_of				biolink:affects	biolink:affected_by		object_aspect_qualifier:activity			
GtoPdb	biolink:decreases_activity_of				biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased		
GtoPdb	biolink:increases_activity_of				biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased		
GtoPdb	affects		TYPE	Agonist	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:agonism	
GtoPdb	affects		TYPE	Inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
GtoPdb	affects		TYPE	Antagonist	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	
GtoPdb	affects		TYPE	Channel blocker	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:molecular_channel_blockage	
GtoPdb	affects		TYPE	Allosteric modulator	biolink:affects	biolink:affected_by		object_aspect_qualifier:activity	causal_mechanism_qualifier:allosteric_modulation		
GtoPdb	affects		TYPE	Activator	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
GtoPdb	affects		TYPE	None	biolink:affects	biolink:affected_by					
GtoPdb	affects		TYPE	Antibody	biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with		subject_aspect_qualifier:antibody			
GtoPdb	affects		TYPE	Gating inhibitor	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:gating_inhibition	
GtoPdb	affects		TYPE	Subunit-specific	biolink:affects	biolink:affected_by		object_aspect_qualifier:activity	causal_mechanism_qualifier:subunit-specific		
GtoPdb	affected_by				biolink:affected_by	biolink:affects					
GtoPdb	is_affected_by				biolink:affected_by	biolink:affects					
GtoPdb	affects				biolink:affects	biolink:affected_by					
HMDB	biolink:related_to				biolink:related_to	biolink:related_to					
HMDB	biolink:located_in				biolink:located_in	biolink:location_of					
HMDB	biolink:participates_in				biolink:participates_in	biolink:has_participant					
HMDB	biolink:interacts_with				biolink:interacts_with	biolink:interacts_with					
HMDB	related_to				biolink:related_to	biolink:related_to					
HMDB	located_in				biolink:located_in	biolink:location_of					
HMDB	participates_in				biolink:participates_in	biolink:has_participant					
HMDB	interacts_with				biolink:interacts_with	biolink:interacts_with					
HMDB	biolink:has_participant				biolink:has_participant	biolink:participates_in					
HMDB	biolink:location of				biolink:location of	biolink:located_in					
MSigDB	biolink:has_participant				biolink:has_participant	biolink:participates_in					
MSigDB	biolink:participates_in				biolink:participates_in	biolink:has_participant					
MSigDB	participates_in				biolink:participates_in	biolink:has_participant					
Inxight:Drugs	ACTIVE MOIETY				biolink:has_active_ingredient	biolink:is_active_ingredient_of					
Inxight:Drugs	has_active_ingredient				biolink:has_active_ingredient	biolink:is_active_ingredient_of					
Pharos	biolink:increases_activity_of		action_type	ACTIVATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
Pharos	biolink:increases_activity_of		action_type	AGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:agonism	
Pharos	biolink:decreases_activity_of		action_type	ALLOSTERIC ANTAGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:allosteric_antagonism	
Pharos	biolink:affects_activity_of		action_type	ALLOSTERIC MODULATOR	biolink:affects	biolink:affected_by		object_aspect_qualifier:activity	causal_mechanism_qualifier:allosteric_modulation		
Pharos	biolink:decreases_activity_of		action_type	ANTAGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	
Pharos	biolink:directly_interacts_with		action_type	BINDING AGENT	biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with		subject_aspect_qualifier:binding_agent			
Pharos	biolink:decreases_activity_of		action_type	BLOCKER	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:molecular_channel_blockage	
Pharos	biolink:decreases_activity_of		action_type	GATING INHIBITOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:gating_inhibition	
Pharos	biolink:decreases_activity_of		action_type	INHIBITOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
Pharos	biolink:decreases_activity_of		action_type	INVERSE AGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inverse_agonism	
Pharos	biolink:affects_activity_of		action_type	MODULATOR	biolink:affects	biolink:affected_by		object_aspect_qualifier:activity	causal_mechanism_qualifier:modulation		
Pharos	biolink:decreases_activity_of		action_type	NEGATIVE ALLOSTERIC MODULATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:negative_allosteric_modulation	
Pharos	biolink:increases_activity_of		action_type	OPENER	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	causal_mechanism_qualifier:molecular_channel_opening	object_direction_qualifier:increased	
Pharos	biolink:increases_activity_of		action_type	PARTIAL AGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:partial_agonism	
Pharos	biolink:affects_activity_of		action_type	PHARMACOLOGICAL CHAPERONE	biolink:affects	biolink:affected_by		object_aspect_qualifier:stability			
Pharos	biolink:increases_activity_of		action_type	POSITIVE ALLOSTERIC MODULATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:positive_allosteric_modulation	
Pharos	biolink:increases_activity_of		action_type	POSITIVE MODULATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:positive_modulation	
Pharos	biolink:decreases_activity_of		action_type	RELEASING AGENT	biolink:affects	biolink:affected_by		object_aspect_qualifier:transport	causal_mechanism_qualifier:releasing_agent		
Pharos	biolink:activity_increased_by		action_type	ACTIVATOR	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:activation	
Pharos	biolink:activity_increased_by		action_type	AGONIST	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:agonism	
Pharos	biolink:activity_decreased_by		action_type	ALLOSTERIC ANTAGONIST	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:allosteric_antagonism	
Pharos	biolink:activity_affected_by		action_type	ALLOSTERIC MODULATOR	biolink:affected_by	biolink:affects		subject_aspect_qualifier:activity	causal_mechanism_qualifier:allosteric_modulation		
Pharos	biolink:activity_decreased_by		action_type	ANTAGONIST	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	
Pharos	biolink:activity_decreased_by		action_type	BLOCKER	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:molecular_channel_blockage	
Pharos	biolink:activity_decreased_by		action_type	GATING INHIBITOR	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:gating_inhibition	
Pharos	biolink:activity_decreased_by		action_type	INHIBITOR	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
Pharos	biolink:activity_decreased_by		action_type	INVERSE AGONIST	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inverse_agonism	
Pharos	biolink:activity_affected_by		action_type	MODULATOR	biolink:affected_by	biolink:affects		subject_aspect_qualifier:activity	causal_mechanism_qualifier:modulation		
Pharos	biolink:activity_decreased_by		action_type	NEGATIVE ALLOSTERIC MODULATOR	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:negative_allosteric_modulation	
Pharos	biolink:activity_increased_by		action_type	OPENER	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	causal_mechanism_qualifier:molecular_channel_opening	subject_direction_qualifier:increased	
Pharos	biolink:activity_increased_by		action_type	PARTIAL AGONIST	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:partial_agonism	
Pharos	biolink:activity_affected_by		action_type	PHARMACOLOGICAL CHAPERONE	biolink:affected_by	biolink:affects		subject_aspect_qualifier:stability			
Pharos	biolink:activity_increased_by		action_type	POSITIVE ALLOSTERIC MODULATOR	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:positive_allosteric_modulation	
Pharos	biolink:activity_increased_by		action_type	POSITIVE MODULATOR	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:positive_modulation	
Pharos	biolink:activity_decreased_by		action_type	RELEASING AGENT	biolink:affected_by	biolink:affects		subject_aspect_qualifier:transport	causal_mechanism_qualifier:releasing_agent		
Pharos	biolink:affects_activity_of				biolink:affects	biolink:affected_by		object_aspect_qualifier:activity			
Pharos	biolink:decreases_activity_of				biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased		
Pharos	biolink:directly_interacts_with				biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with					
Pharos	biolink:increases_activity_of				biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased		
Pharos	affects		action_type	ANTAGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:antagonism	
Pharos	affects		action_type	ALLOSTERIC ANTAGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:allosteric_antagonism	
Pharos	affects		action_type	INVERSE AGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	causal_mechanism_qualifier:inverse_agonism		
Pharos	affects		action_type	PHARMACOLOGICAL CHAPERONE	biolink:affects	biolink:affected_by		object_aspect_qualifier:stability			
Pharos	affects		action_type	ANTISENSE INHIBITOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:expression	object_direction_qualifier:decreased	causal_mechanism_qualifier:antisense_inhibition	
Pharos	affects		action_type	AGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:agonism	
Pharos	affects		action_type	POSITIVE ALLOSTERIC MODULATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:positive_allosteric_modulation	
Pharos	affects		action_type	OPENER	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	causal_mechanism_qualifier:molecular_channel_opening	object_direction_qualifier:increased	
Pharos	affects		action_type	PARTIAL AGONIST	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:partial_agonism	
Pharos	affects		action_type	RELEASING AGENT	biolink:affects	biolink:affected_by		object_aspect_qualifier:transport	causal_mechanism_qualifier:releasing_agent		
Pharos	affects		action_type	INHIBITOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
